A,B,C,D
26,0,Category1,2047-02-22
77,0,Category2,2047-02-23
65,0,Category2,2047-02-24
24,0,Category2,2047-02-25
74,0,Category3,2047-02-26
35,0,Category1,2047-02-27
24,0,Category3,2047-02-28
28,0,Category1,2047-03-01
80,0,Category2,2047-03-02
16,0,Category3,2047-03-03
59,0,Category1,2047-03-04
81,0,Category3,2047-03-05
54,0,Category1,2047-03-06
79,0,Category2,2047-03-07
16,0,Category3,2047-03-08
15,0,Category2,2047-03-09
98,0,Category3,2047-03-10
11,0,Category3,2047-03-11
65,0,Category1,2047-03-12
79,0,Category1,2047-03-13
90,0,Category1,2047-03-14
68,0,Category2,2047-03-15
43,0,Category2,2047-03-16
69,0,Category3,2047-03-17
99,0,Category1,2047-03-18
13,0,Category2,2047-03-19
10,0,Category3,2047-03-20
75,0,Category2,2047-03-21
82,0,Category3,2047-03-22
98,0,Category1,2047-03-23
41,0,Category3,2047-03-24
50,0,Category3,2047-03-25
87,0,Category1,2047-03-26
71,0,Category1,2047-03-27
59,0,Category3,2047-03-28
39,0,Category2,2047-03-29
3,0,Category1,2047-03-30
76,0,Category3,2047-03-31
7,0,Category1,2047-04-01
49,0,Category1,2047-04-02
26,0,Category2,2047-04-03
33,0,Category1,2047-04-04
48,0,Category3,2047-04-05
79,0,Category3,2047-04-06
2,0,Category1,2047-04-07
71,0,Category1,2047-04-08
32,0,Category2,2047-04-09
4,0,Category2,2047-04-10
20,0,Category2,2047-04-11
36,0,Category3,2047-04-12
32,0,Category2,2047-04-13
28,0,Category3,2047-04-14
77,0,Category2,2047-04-15
1,0,Category3,2047-04-16
60,0,Category1,2047-04-17
56,0,Category3,2047-04-18
35,0,Category1,2047-04-19
30,0,Category3,2047-04-20
54,0,Category3,2047-04-21
36,0,Category1,2047-04-22
55,0,Category3,2047-04-23
89,0,Category3,2047-04-24
80,0,Category2,2047-04-25
58,0,Category1,2047-04-26
83,0,Category1,2047-04-27
65,0,Category2,2047-04-28
69,0,Category2,2047-04-29
51,0,Category1,2047-04-30
22,0,Category1,2047-05-01
88,0,Category1,2047-05-02
53,0,Category2,2047-05-03
36,0,Category2,2047-05-04
68,0,Category3,2047-05-05
36,0,Category2,2047-05-06
52,0,Category3,2047-05-07
53,0,Category3,2047-05-08
82,0,Category2,2047-05-09
50,0,Category2,2047-05-10
80,0,Category2,2047-05-11
41,0,Category2,2047-05-12
18,0,Category1,2047-05-13
22,0,Category2,2047-05-14
66,0,Category3,2047-05-15
21,0,Category3,2047-05-16
44,0,Category1,2047-05-17
47,0,Category1,2047-05-18
39,0,Category2,2047-05-19
29,0,Category1,2047-05-20
54,0,Category2,2047-05-21
90,0,Category2,2047-05-22
85,0,Category1,2047-05-23
17,0,Category1,2047-05-24
80,0,Category3,2047-05-25
60,0,Category1,2047-05-26
31,0,Category1,2047-05-27
73,0,Category1,2047-05-28
95,0,Category3,2047-05-29
78,0,Category2,2047-05-30
49,0,Category3,2047-05-31
2,0,Category1,2047-06-01
48,0,Category1,2047-06-02
14,0,Category1,2047-06-03
59,0,Category2,2047-06-04
97,0,Category3,2047-06-05
99,0,Category3,2047-06-06
58,0,Category2,2047-06-07
58,0,Category3,2047-06-08
51,0,Category2,2047-06-09
84,0,Category2,2047-06-10
2,0,Category3,2047-06-11
41,0,Category3,2047-06-12
83,0,Category2,2047-06-13
82,0,Category3,2047-06-14
16,0,Category2,2047-06-15
4,0,Category3,2047-06-16
12,0,Category3,2047-06-17
29,0,Category3,2047-06-18
7,0,Category3,2047-06-19
14,0,Category3,2047-06-20
12,0,Category1,2047-06-21
99,0,Category1,2047-06-22
5,0,Category3,2047-06-23
81,0,Category3,2047-06-24
32,0,Category3,2047-06-25
74,0,Category2,2047-06-26
43,0,Category1,2047-06-27
81,0,Category2,2047-06-28
69,0,Category1,2047-06-29
45,0,Category1,2047-06-30
9,0,Category3,2047-07-01
49,0,Category3,2047-07-02
33,0,Category2,2047-07-03
18,0,Category2,2047-07-04
9,0,Category3,2047-07-05
62,0,Category3,2047-07-06
57,0,Category1,2047-07-07
29,0,Category1,2047-07-08
78,0,Category3,2047-07-09
25,0,Category1,2047-07-10
15,0,Category2,2047-07-11
6,0,Category1,2047-07-12
42,0,Category3,2047-07-13
29,0,Category1,2047-07-14
79,0,Category3,2047-07-15
93,0,Category1,2047-07-16
4,0,Category2,2047-07-17
82,0,Category2,2047-07-18
57,0,Category3,2047-07-19
49,0,Category3,2047-07-20
44,0,Category3,2047-07-21
80,0,Category1,2047-07-22
75,0,Category1,2047-07-23
14,0,Category1,2047-07-24
3,0,Category2,2047-07-25
62,0,Category3,2047-07-26
64,0,Category1,2047-07-27
45,0,Category2,2047-07-28
82,0,Category3,2047-07-29
58,0,Category2,2047-07-30
20,0,Category3,2047-07-31
58,0,Category1,2047-08-01
89,0,Category2,2047-08-02
57,0,Category2,2047-08-03
77,0,Category2,2047-08-04
68,0,Category3,2047-08-05
78,0,Category3,2047-08-06
97,0,Category2,2047-08-07
92,0,Category3,2047-08-08
52,0,Category2,2047-08-09
37,0,Category1,2047-08-10
8,0,Category2,2047-08-11
44,0,Category2,2047-08-12
98,0,Category3,2047-08-13
5,0,Category3,2047-08-14
69,0,Category3,2047-08-15
31,0,Category1,2047-08-16
45,0,Category1,2047-08-17
9,0,Category1,2047-08-18
32,0,Category3,2047-08-19
33,0,Category2,2047-08-20
67,0,Category2,2047-08-21
30,0,Category2,2047-08-22
76,0,Category3,2047-08-23
29,0,Category3,2047-08-24
3,0,Category1,2047-08-25
90,0,Category3,2047-08-26
57,0,Category2,2047-08-27
30,0,Category1,2047-08-28
9,0,Category1,2047-08-29
26,0,Category3,2047-08-30
2,0,Category1,2047-08-31
62,0,Category1,2047-09-01
3,0,Category3,2047-09-02
46,0,Category1,2047-09-03
68,0,Category2,2047-09-04
25,0,Category3,2047-09-05
51,0,Category2,2047-09-06
13,0,Category2,2047-09-07
44,0,Category2,2047-09-08
35,0,Category2,2047-09-09
55,0,Category1,2047-09-10
87,0,Category1,2047-09-11
9,0,Category3,2047-09-12
2,0,Category3,2047-09-13
61,0,Category2,2047-09-14
41,0,Category2,2047-09-15
44,0,Category3,2047-09-16
64,0,Category3,2047-09-17
31,0,Category3,2047-09-18
47,0,Category3,2047-09-19
2,0,Category2,2047-09-20
96,0,Category3,2047-09-21
82,0,Category1,2047-09-22
77,0,Category2,2047-09-23
69,0,Category1,2047-09-24
58,0,Category3,2047-09-25
44,0,Category1,2047-09-26
74,0,Category3,2047-09-27
56,0,Category1,2047-09-28
43,0,Category2,2047-09-29
89,0,Category1,2047-09-30
34,0,Category2,2047-10-01
30,0,Category1,2047-10-02
71,0,Category1,2047-10-03
70,0,Category2,2047-10-04
55,0,Category2,2047-10-05
67,0,Category3,2047-10-06
13,0,Category2,2047-10-07
3,0,Category2,2047-10-08
26,0,Category3,2047-10-09
57,0,Category2,2047-10-10
24,0,Category2,2047-10-11
53,0,Category1,2047-10-12
70,0,Category3,2047-10-13
43,0,Category3,2047-10-14
60,0,Category1,2047-10-15
58,0,Category3,2047-10-16
49,0,Category1,2047-10-17
42,0,Category2,2047-10-18
76,0,Category3,2047-10-19
66,0,Category2,2047-10-20
11,0,Category3,2047-10-21
98,0,Category2,2047-10-22
90,0,Category3,2047-10-23
18,0,Category3,2047-10-24
85,0,Category2,2047-10-25
52,0,Category1,2047-10-26
46,0,Category3,2047-10-27
44,0,Category1,2047-10-28
22,0,Category1,2047-10-29
53,0,Category1,2047-10-30
59,0,Category1,2047-10-31
94,0,Category1,2047-11-01
30,0,Category1,2047-11-02
8,0,Category3,2047-11-03
98,0,Category1,2047-11-04
57,0,Category3,2047-11-05
73,0,Category3,2047-11-06
20,0,Category3,2047-11-07
25,0,Category2,2047-11-08
19,0,Category1,2047-11-09
5,0,Category2,2047-11-10
75,0,Category1,2047-11-11
79,0,Category2,2047-11-12
72,0,Category3,2047-11-13
83,0,Category2,2047-11-14
87,0,Category3,2047-11-15
27,0,Category2,2047-11-16
40,0,Category1,2047-11-17
96,0,Category1,2047-11-18
26,0,Category2,2047-11-19
27,0,Category2,2047-11-20
62,0,Category1,2047-11-21
83,0,Category2,2047-11-22
50,0,Category2,2047-11-23
42,0,Category1,2047-11-24
29,0,Category3,2047-11-25
39,0,Category1,2047-11-26
60,0,Category1,2047-11-27
41,0,Category2,2047-11-28
33,0,Category1,2047-11-29
83,0,Category1,2047-11-30
83,0,Category2,2047-12-01
97,0,Category2,2047-12-02
16,0,Category3,2047-12-03
23,0,Category1,2047-12-04
7,0,Category3,2047-12-05
26,0,Category3,2047-12-06
96,0,Category3,2047-12-07
12,0,Category3,2047-12-08
72,0,Category1,2047-12-09
5,0,Category1,2047-12-10
92,0,Category1,2047-12-11
69,0,Category3,2047-12-12
49,0,Category2,2047-12-13
26,0,Category1,2047-12-14
5,0,Category3,2047-12-15
22,0,Category3,2047-12-16
79,0,Category3,2047-12-17
13,0,Category3,2047-12-18
28,0,Category3,2047-12-19
33,0,Category3,2047-12-20
23,0,Category1,2047-12-21
97,0,Category2,2047-12-22
18,0,Category1,2047-12-23
30,0,Category1,2047-12-24
26,0,Category3,2047-12-25
16,0,Category1,2047-12-26
77,0,Category2,2047-12-27
39,0,Category2,2047-12-28
33,0,Category3,2047-12-29
26,0,Category2,2047-12-30
48,0,Category3,2047-12-31
65,0,Category2,2048-01-01
38,0,Category2,2048-01-02
2,0,Category1,2048-01-03
6,0,Category2,2048-01-04
46,0,Category3,2048-01-05
50,0,Category2,2048-01-06
38,0,Category2,2048-01-07
88,0,Category1,2048-01-08
18,0,Category3,2048-01-09
27,0,Category3,2048-01-10
41,0,Category3,2048-01-11
72,0,Category1,2048-01-12
92,0,Category2,2048-01-13
74,0,Category3,2048-01-14
17,0,Category2,2048-01-15
62,0,Category2,2048-01-16
29,0,Category2,2048-01-17
58,0,Category1,2048-01-18
70,0,Category2,2048-01-19
78,0,Category1,2048-01-20
22,0,Category1,2048-01-21
6,0,Category1,2048-01-22
26,0,Category3,2048-01-23
39,0,Category1,2048-01-24
12,0,Category3,2048-01-25
99,0,Category1,2048-01-26
14,0,Category1,2048-01-27
22,0,Category1,2048-01-28
51,0,Category1,2048-01-29
23,0,Category2,2048-01-30
48,0,Category2,2048-01-31
71,0,Category1,2048-02-01
50,0,Category2,2048-02-02
89,0,Category3,2048-02-03
13,0,Category2,2048-02-04
85,0,Category2,2048-02-05
10,0,Category2,2048-02-06
55,0,Category1,2048-02-07
9,0,Category3,2048-02-08
79,0,Category1,2048-02-09
52,0,Category3,2048-02-10
2,0,Category1,2048-02-11
25,0,Category2,2048-02-12
13,0,Category3,2048-02-13
98,0,Category2,2048-02-14
51,0,Category3,2048-02-15
58,0,Category3,2048-02-16
34,0,Category1,2048-02-17
35,0,Category1,2048-02-18
3,0,Category2,2048-02-19
59,0,Category2,2048-02-20
70,0,Category3,2048-02-21
48,0,Category3,2048-02-22
64,0,Category1,2048-02-23
19,0,Category1,2048-02-24
67,0,Category1,2048-02-25
82,0,Category1,2048-02-26
73,0,Category1,2048-02-27
76,0,Category3,2048-02-28
5,0,Category3,2048-02-29
67,0,Category2,2048-03-01
11,0,Category3,2048-03-02
94,0,Category1,2048-03-03
68,0,Category3,2048-03-04
69,0,Category3,2048-03-05
1,0,Category3,2048-03-06
91,0,Category2,2048-03-07
92,0,Category2,2048-03-08
63,0,Category3,2048-03-09
29,0,Category3,2048-03-10
82,0,Category1,2048-03-11
12,0,Category2,2048-03-12
77,0,Category1,2048-03-13
41,0,Category1,2048-03-14
2,0,Category3,2048-03-15
37,0,Category3,2048-03-16
45,0,Category3,2048-03-17
80,0,Category1,2048-03-18
48,0,Category1,2048-03-19
24,0,Category1,2048-03-20
99,0,Category3,2048-03-21
22,0,Category3,2048-03-22
11,0,Category3,2048-03-23
58,0,Category1,2048-03-24
46,0,Category1,2048-03-25
29,0,Category2,2048-03-26
35,0,Category3,2048-03-27
15,0,Category1,2048-03-28
60,0,Category2,2048-03-29
95,0,Category1,2048-03-30
42,0,Category1,2048-03-31
43,0,Category3,2048-04-01
80,0,Category2,2048-04-02
74,0,Category1,2048-04-03
49,0,Category2,2048-04-04
64,0,Category2,2048-04-05
32,0,Category3,2048-04-06
64,0,Category2,2048-04-07
2,0,Category3,2048-04-08
24,0,Category3,2048-04-09
87,0,Category3,2048-04-10
66,0,Category2,2048-04-11
38,0,Category1,2048-04-12
31,0,Category3,2048-04-13
26,0,Category1,2048-04-14
29,0,Category2,2048-04-15
67,0,Category1,2048-04-16
78,0,Category1,2048-04-17
25,0,Category3,2048-04-18
48,0,Category3,2048-04-19
65,0,Category3,2048-04-20
53,0,Category2,2048-04-21
67,0,Category1,2048-04-22
90,0,Category2,2048-04-23
18,0,Category2,2048-04-24
9,0,Category2,2048-04-25
38,0,Category2,2048-04-26
87,0,Category3,2048-04-27
21,0,Category1,2048-04-28
65,0,Category3,2048-04-29
21,0,Category3,2048-04-30
27,0,Category2,2048-05-01
70,0,Category3,2048-05-02
44,0,Category1,2048-05-03
28,0,Category2,2048-05-04
45,0,Category3,2048-05-05
17,0,Category2,2048-05-06
40,0,Category1,2048-05-07
3,0,Category2,2048-05-08
76,0,Category3,2048-05-09
76,0,Category3,2048-05-10
66,0,Category1,2048-05-11
46,0,Category1,2048-05-12
86,0,Category2,2048-05-13
87,0,Category3,2048-05-14
30,0,Category1,2048-05-15
69,0,Category1,2048-05-16
9,0,Category3,2048-05-17
85,0,Category1,2048-05-18
11,0,Category1,2048-05-19
69,0,Category3,2048-05-20
99,0,Category1,2048-05-21
91,0,Category3,2048-05-22
66,0,Category3,2048-05-23
88,0,Category2,2048-05-24
31,0,Category3,2048-05-25
33,0,Category1,2048-05-26
39,0,Category2,2048-05-27
94,0,Category2,2048-05-28
46,0,Category1,2048-05-29
37,0,Category2,2048-05-30
92,0,Category1,2048-05-31
60,0,Category2,2048-06-01
31,0,Category1,2048-06-02
11,0,Category3,2048-06-03
87,0,Category3,2048-06-04
2,0,Category2,2048-06-05
27,0,Category2,2048-06-06
99,0,Category3,2048-06-07
2,0,Category1,2048-06-08
21,0,Category2,2048-06-09
58,0,Category3,2048-06-10
5,0,Category2,2048-06-11
52,0,Category3,2048-06-12
45,0,Category3,2048-06-13
85,0,Category3,2048-06-14
93,0,Category1,2048-06-15
20,0,Category2,2048-06-16
61,0,Category1,2048-06-17
38,0,Category1,2048-06-18
20,0,Category3,2048-06-19
25,0,Category1,2048-06-20
2,0,Category2,2048-06-21
32,0,Category2,2048-06-22
26,0,Category3,2048-06-23
70,0,Category3,2048-06-24
41,0,Category2,2048-06-25
67,0,Category2,2048-06-26
97,0,Category3,2048-06-27
1,0,Category1,2048-06-28
51,0,Category2,2048-06-29
5,0,Category3,2048-06-30
13,0,Category3,2048-07-01
19,0,Category2,2048-07-02
12,0,Category3,2048-07-03
48,0,Category2,2048-07-04
25,0,Category3,2048-07-05
57,0,Category3,2048-07-06
35,0,Category1,2048-07-07
76,0,Category3,2048-07-08
94,0,Category2,2048-07-09
5,0,Category2,2048-07-10
98,0,Category1,2048-07-11
22,0,Category2,2048-07-12
77,0,Category3,2048-07-13
57,0,Category1,2048-07-14
47,0,Category2,2048-07-15
54,0,Category3,2048-07-16
3,0,Category1,2048-07-17
53,0,Category3,2048-07-18
84,0,Category2,2048-07-19
31,0,Category2,2048-07-20
69,0,Category2,2048-07-21
88,0,Category2,2048-07-22
33,0,Category1,2048-07-23
72,0,Category2,2048-07-24
88,0,Category1,2048-07-25
50,0,Category1,2048-07-26
84,0,Category3,2048-07-27
16,0,Category2,2048-07-28
76,0,Category3,2048-07-29
77,0,Category3,2048-07-30
39,0,Category3,2048-07-31
89,0,Category3,2048-08-01
46,0,Category3,2048-08-02
96,0,Category2,2048-08-03
88,0,Category3,2048-08-04
47,0,Category1,2048-08-05
44,0,Category1,2048-08-06
9,0,Category2,2048-08-07
87,0,Category1,2048-08-08
50,0,Category3,2048-08-09
77,0,Category1,2048-08-10
60,0,Category3,2048-08-11
96,0,Category2,2048-08-12
15,0,Category1,2048-08-13
36,0,Category1,2048-08-14
63,0,Category1,2048-08-15
69,0,Category2,2048-08-16
86,0,Category2,2048-08-17
80,0,Category1,2048-08-18
41,0,Category2,2048-08-19
74,0,Category3,2048-08-20
24,0,Category2,2048-08-21
82,0,Category1,2048-08-22
49,0,Category3,2048-08-23
18,0,Category1,2048-08-24
7,0,Category1,2048-08-25
4,0,Category1,2048-08-26
90,0,Category2,2048-08-27
69,0,Category1,2048-08-28
60,0,Category3,2048-08-29
55,0,Category3,2048-08-30
16,0,Category3,2048-08-31
99,0,Category1,2048-09-01
90,0,Category3,2048-09-02
82,0,Category3,2048-09-03
29,0,Category3,2048-09-04
23,0,Category3,2048-09-05
14,0,Category2,2048-09-06
79,0,Category1,2048-09-07
49,0,Category1,2048-09-08
33,0,Category3,2048-09-09
25,0,Category1,2048-09-10
21,0,Category3,2048-09-11
17,0,Category3,2048-09-12
23,0,Category3,2048-09-13
57,0,Category1,2048-09-14
81,0,Category2,2048-09-15
58,0,Category1,2048-09-16
14,0,Category1,2048-09-17
93,0,Category2,2048-09-18
20,0,Category1,2048-09-19
30,0,Category2,2048-09-20
19,0,Category3,2048-09-21
53,0,Category2,2048-09-22
56,0,Category3,2048-09-23
77,0,Category2,2048-09-24
82,0,Category3,2048-09-25
23,0,Category1,2048-09-26
62,0,Category2,2048-09-27
33,0,Category1,2048-09-28
18,0,Category3,2048-09-29
73,0,Category2,2048-09-30
33,0,Category2,2048-10-01
32,0,Category2,2048-10-02
61,0,Category1,2048-10-03
54,0,Category3,2048-10-04
17,0,Category1,2048-10-05
19,0,Category2,2048-10-06
91,0,Category3,2048-10-07
70,0,Category3,2048-10-08
99,0,Category1,2048-10-09
34,0,Category1,2048-10-10
84,0,Category2,2048-10-11
25,0,Category2,2048-10-12
68,0,Category2,2048-10-13
74,0,Category2,2048-10-14
74,0,Category3,2048-10-15
88,0,Category2,2048-10-16
85,0,Category2,2048-10-17
11,0,Category2,2048-10-18
91,0,Category1,2048-10-19
16,0,Category1,2048-10-20
90,0,Category1,2048-10-21
61,0,Category2,2048-10-22
94,0,Category3,2048-10-23
80,0,Category2,2048-10-24
7,0,Category1,2048-10-25
16,0,Category1,2048-10-26
99,0,Category2,2048-10-27
16,0,Category3,2048-10-28
40,0,Category3,2048-10-29
12,0,Category3,2048-10-30
35,0,Category1,2048-10-31
21,0,Category1,2048-11-01
50,0,Category3,2048-11-02
43,0,Category2,2048-11-03
17,0,Category3,2048-11-04
32,0,Category2,2048-11-05
41,0,Category1,2048-11-06
6,0,Category1,2048-11-07
88,0,Category1,2048-11-08
27,0,Category3,2048-11-09
20,0,Category3,2048-11-10
25,0,Category1,2048-11-11
66,0,Category1,2048-11-12
9,0,Category1,2048-11-13
92,0,Category3,2048-11-14
53,0,Category3,2048-11-15
61,0,Category1,2048-11-16
38,0,Category3,2048-11-17
3,0,Category3,2048-11-18
84,0,Category3,2048-11-19
70,0,Category3,2048-11-20
97,0,Category1,2048-11-21
55,0,Category1,2048-11-22
1,0,Category3,2048-11-23
70,0,Category1,2048-11-24
45,0,Category1,2048-11-25
98,0,Category1,2048-11-26
47,0,Category2,2048-11-27
79,0,Category1,2048-11-28
26,0,Category1,2048-11-29
14,0,Category3,2048-11-30
54,0,Category3,2048-12-01
71,0,Category2,2048-12-02
46,0,Category2,2048-12-03
31,0,Category1,2048-12-04
88,0,Category1,2048-12-05
59,0,Category3,2048-12-06
95,0,Category1,2048-12-07
29,0,Category1,2048-12-08
96,0,Category1,2048-12-09
17,0,Category1,2048-12-10
14,0,Category1,2048-12-11
36,0,Category1,2048-12-12
58,0,Category1,2048-12-13
24,0,Category1,2048-12-14
63,0,Category3,2048-12-15
91,0,Category2,2048-12-16
25,0,Category1,2048-12-17
59,0,Category3,2048-12-18
32,0,Category1,2048-12-19
82,0,Category1,2048-12-20
18,0,Category2,2048-12-21
37,0,Category3,2048-12-22
26,0,Category1,2048-12-23
9,0,Category2,2048-12-24
99,0,Category2,2048-12-25
64,0,Category1,2048-12-26
72,0,Category1,2048-12-27
20,0,Category3,2048-12-28
54,0,Category3,2048-12-29
86,0,Category1,2048-12-30
83,0,Category1,2048-12-31
30,0,Category2,2049-01-01
53,0,Category3,2049-01-02
92,0,Category1,2049-01-03
99,0,Category1,2049-01-04
63,0,Category3,2049-01-05
11,0,Category1,2049-01-06
31,0,Category2,2049-01-07
49,0,Category2,2049-01-08
94,0,Category1,2049-01-09
87,0,Category3,2049-01-10
19,0,Category2,2049-01-11
12,0,Category3,2049-01-12
15,0,Category3,2049-01-13
31,0,Category3,2049-01-14
43,0,Category2,2049-01-15
37,0,Category2,2049-01-16
79,0,Category1,2049-01-17
29,0,Category3,2049-01-18
26,0,Category2,2049-01-19
2,0,Category2,2049-01-20
84,0,Category1,2049-01-21
15,0,Category2,2049-01-22
4,0,Category2,2049-01-23
86,0,Category2,2049-01-24
50,0,Category1,2049-01-25
38,0,Category1,2049-01-26
23,0,Category3,2049-01-27
59,0,Category2,2049-01-28
90,0,Category1,2049-01-29
75,0,Category1,2049-01-30
28,0,Category1,2049-01-31
66,0,Category3,2049-02-01
8,0,Category3,2049-02-02
29,0,Category3,2049-02-03
11,0,Category3,2049-02-04
18,0,Category3,2049-02-05
55,0,Category2,2049-02-06
50,0,Category2,2049-02-07
14,0,Category1,2049-02-08
74,0,Category3,2049-02-09
99,0,Category3,2049-02-10
9,0,Category1,2049-02-11
99,0,Category2,2049-02-12
11,0,Category3,2049-02-13
63,0,Category3,2049-02-14
76,0,Category3,2049-02-15
67,0,Category2,2049-02-16
53,0,Category2,2049-02-17
39,0,Category3,2049-02-18
78,0,Category3,2049-02-19
56,0,Category1,2049-02-20
28,0,Category1,2049-02-21
75,0,Category2,2049-02-22
39,0,Category1,2049-02-23
25,0,Category3,2049-02-24
21,0,Category2,2049-02-25
10,0,Category1,2049-02-26
43,0,Category2,2049-02-27
15,0,Category3,2049-02-28
83,0,Category1,2049-03-01
48,0,Category1,2049-03-02
86,0,Category1,2049-03-03
21,0,Category3,2049-03-04
60,0,Category2,2049-03-05
96,0,Category1,2049-03-06
50,0,Category2,2049-03-07
23,0,Category2,2049-03-08
13,0,Category2,2049-03-09
69,0,Category3,2049-03-10
4,0,Category3,2049-03-11
92,0,Category1,2049-03-12
78,0,Category1,2049-03-13
72,0,Category2,2049-03-14
9,0,Category2,2049-03-15
35,0,Category2,2049-03-16
21,0,Category3,2049-03-17
58,0,Category3,2049-03-18
18,0,Category1,2049-03-19
97,0,Category2,2049-03-20
72,0,Category2,2049-03-21
81,0,Category3,2049-03-22
43,0,Category1,2049-03-23
95,0,Category2,2049-03-24
98,0,Category2,2049-03-25
6,0,Category1,2049-03-26
86,0,Category2,2049-03-27
78,0,Category3,2049-03-28
67,0,Category1,2049-03-29
12,0,Category2,2049-03-30
12,0,Category2,2049-03-31
66,0,Category3,2049-04-01
2,0,Category3,2049-04-02
15,0,Category3,2049-04-03
23,0,Category2,2049-04-04
29,0,Category2,2049-04-05
81,0,Category2,2049-04-06
96,0,Category1,2049-04-07
7,0,Category3,2049-04-08
94,0,Category1,2049-04-09
28,0,Category3,2049-04-10
14,0,Category2,2049-04-11
44,0,Category1,2049-04-12
30,0,Category1,2049-04-13
81,0,Category3,2049-04-14
32,0,Category1,2049-04-15
70,0,Category1,2049-04-16
88,0,Category2,2049-04-17
6,0,Category3,2049-04-18
27,0,Category1,2049-04-19
82,0,Category2,2049-04-20
88,0,Category1,2049-04-21
24,0,Category2,2049-04-22
34,0,Category1,2049-04-23
40,0,Category2,2049-04-24
47,0,Category2,2049-04-25
79,0,Category3,2049-04-26
75,0,Category2,2049-04-27
86,0,Category1,2049-04-28
24,0,Category2,2049-04-29
65,0,Category2,2049-04-30
18,0,Category1,2049-05-01
44,0,Category1,2049-05-02
76,0,Category2,2049-05-03
57,0,Category1,2049-05-04
28,0,Category2,2049-05-05
71,0,Category2,2049-05-06
